药品分类,商品名称,包装规格,生产厂家,批准文号,采购价,折扣价,销量
西药,氨咖黄敏胶囊,12粒/盒 / 大包装：400 盒                    ,上海皇象铁力蓝天制药有限公司,国药准字H23022922,￥1.75/盒,￥1.61,7521
西药,氨茶碱片,0.1g*100片 / 大包装：600 瓶                    ,北京中新制药厂,国药准字H13020576,￥5.20/瓶,￥4.78,1183
西药,保泰松片,0.1g*100片 / 大包装：600 瓶                    ,上海现代哈森(商丘)药业有限公司,国药准字H41024168,￥7.50/瓶,￥6.90,6950
西药,维胺脂胶囊,10s*2板 / 大包装：100 盒                    ,重庆华邦制药有限公司,国药准字H50021842,￥20.30/盒,￥18.67,595
西药,诺氟沙星胶囊,0.1g*10粒*3板                    ,沈阳管城制药有限责任公司,国药准字H21020550,￥3.80/盒,￥3.49,723
西药,维生素C泡腾(力度伸),10S / 大包装：200 支                    ,拜耳医药保健有限公司,国药准字H20056946,￥19.00/支,￥17.48,3200
西药,头孢克肟胶囊,0.1g*10粒/盒 / 大包装：400 盒                    ,齐鲁制药有限公司,国药准字H20040422,￥9.50/盒,￥8.74,2755
西药,罗红霉素分散片,24s                    ,山西同达药业有限公司,国药准字H20093452,￥4.60/盒,￥4.23,518
西药,阿奇霉素片,0.25g*6片 / 大包装：400 盒                    ,河北东风药业有限公司,国药准字H20093873,￥2.65/盒,￥2.43,493
西药,卡托普利片,25mg*100片 / 大包装：400 瓶                    ,特一药业集团股份有限公司,国药准字H44020939,￥2.85/瓶,￥2.62,1139
西药,尼美舒利分散片【瑞普乐】,10片*1板/盒 / 大包装：300 盒                    ,海南康芝药业,国药准字H20000121,￥8.00/盒,￥7.36,4856
西药,头孢拉定胶囊,0.25g*24粒 / 大包装：300 盒                    ,珠海联邦制药股份有限公司中山分公司,国药准字H20023874,￥7.90/盒,￥7.26,12608
西药,转移因子胶囊,3mg:100ug*12粒/盒 / 大包装：400 盒                    ,金花企业(集团)股份有限公司西安金花制药厂,国药准字H20013360,￥4.80/盒,￥4.41,1743
西药,克拉霉素片,0.25克*6片 / 大包装：320 盒                    ,丽珠集团丽珠制药厂,国药准字H10960227,￥10.50/盒,￥9.66,5872
西药,复方感冒灵片,100s / 大包装：240 瓶                    ,广东九连山药业,国药准字Z44021692,￥3.98/瓶,￥3.66,2630
西药,氯雷他定胶囊,10mg*6粒 / 大包装：400 盒                    ,河北东风药业有限公司,国药准字H20041311,￥2.65/盒,￥2.43,401
西药,盐酸羟甲唑啉喷雾剂,10毫升                    ,南京海鲸药业,国药准字H20057401,￥7.50/支,￥6.90,76
西药,对乙酰氨基酚片,0.5g*10片 / 大包装：600 盒                    ,广东环球制药有限公司,国药准字H44023356,￥2.10/盒,￥1.93,12876
西药,尼美舒利颗粒【瑞芝清】,50mg*12袋 / 大包装：300 盒                    ,海南康芝药业,国药准字H20020137,￥8.80/盒,￥8.09,6174
西药,注射用氨苄西林钠,1g*1瓶 / 大包装：1000 瓶                    ,华北制药股份有限公司,国药准字H13020652,￥1.15/瓶,￥1.05,10592
西药,复合维生素B片,100S / 大包装：900 瓶                    ,广东恒健制药有限公司,国药准字H44021164,￥6.50/瓶,￥5.98,23170
西药,安乃近片,0.5g*1000片 / 大包装：20 瓶                    ,江苏平光(焦作)中药有限公司,国药准字H41021907,￥47.00/瓶,￥43.24,198
西药,双嘧达莫片,25mg*100片/瓶 / 大包装：360 瓶                    ,亚宝药业集团股份有限公司,国药准字H14020968,￥11.00/瓶,￥10.12,2658
西药,阿莫西林胶囊,24s                    ,通化茂祥制药有限公司,国药准字H22023467,￥4.65/盒,￥4.27,996
西药,氨酚烷胺那敏胶囊,12粒/盒                    ,山东华鲁制药有限公司,国药准字H37023322,￥2.98/盒,￥2.74,571
西药,曲咪新乳膏,10g/支 / 大包装：1000 支                    ,珠海市安生凤凰制药有限公司,国药准字H44024206,￥1.40/支,￥1.28,9820
西药,头孢氨苄胶囊,0.125g*100粒 / 大包装：200 瓶                    ,特一药业集团股份有限公司,国药准字H44020890,￥9.00/瓶,￥8.28,6872
西药,盐酸苯海拉明片,25mg*100片 / 大包装：600 瓶                    ,上海玉瑞生物科技(安阳)药业有限公司,国药准字H41020653,￥48.50/瓶,￥44.62,39
西药,盐酸克林霉素棕榈酸酯分散片,75mg*8片                    ,广州一品红制药有限公司,国药准字H20030434,￥16.50/盒,￥15.18,4448
西药,水杨酸苯酚贴膏【鸡眼膏】,6贴 / 大包装：600 盒                    ,广东恒健制药有限公司,国药准字H44024190,￥3.45/盒,￥3.17,19795
西药,注射用青霉素钠,0.48g(80万单位) / 大包装：1000 瓶                    ,华北制药股份有限公司,国药准字H13020657,￥0.20/瓶,￥0.18,9812
西药,维生素AD滴剂【贝特令】,0.4G*24S / 大包装：240 盒                    ,浙江海力生制药有限公司,国药准字H33021072,￥12.80/盒,￥11.77,9733
西药,维生素B12注射液,0.5mg:1ml*10支                    ,遂成药业股份有限公司,国药准字H41021261,￥2.75/盒,￥2.53,195
西药,聚乙烯醇滴眼液,0.8ml*10支装 / 大包装：200 盒                    ,湖北远大天天明制药有限公司,国药准字H20046681,￥17.00/盒,￥15.64,238
西药,复方柳安咖注射液,2ml*10支 / 大包装：240 盒                    ,西南药业股份有限公司,国药准字H50021917,￥20.20/盒,￥18.58,2334
西药,转移因子口服溶液,10ML*6支/盒 / 大包装：100 盒                    ,金花企业(集团)股份有限公司西安金花制药厂,国药准字H20013288,￥8.80/盒,￥8.09,1028
西药,维生素AD滴剂,10粒*3板/盒 / 大包装：200 盒                    ,青岛双鲸药业有限公司,国药准字H37023926,￥8.90/盒,￥8.18,4397
西药,西沙必利片【怡瑞】,5mg*10s / 大包装：1000 盒                    ,浙江京新药业,国药准字H20020345,￥3.50/盒,￥3.22,1734
西药,盐酸氨溴索颗粒,15毫克*12袋/盒                    ,天津飞鹰玉川药业有限公司,国药准字H20103058,￥7.00/盒,￥6.44,1897
西药,奥拉西坦胶囊,0.4g*24粒                    ,湖南健朗药业有限责任公司,国药准字H20030037,￥68.00/盒,￥62.56,164
西药,胎盘片,0.2g*80片 / 大包装：360 瓶                    ,山东希力药业有限公司,国药准字Z37021532,￥13.50/瓶,￥12.42,3939
西药,对乙酰氨基酚滴剂,10%*20毫升/瓶 / 大包装：240 瓶                    ,江苏汉晨药业有限公司,国药准字H20093615,￥6.50/瓶,￥5.98,555
西药,氧氟沙星滴眼液,5ml:15mg / 大包装：800 瓶                    ,武汉五景药业有限公司,国药准字H42022721,￥1.70/瓶,￥1.56,7024
西药,枸橼酸莫沙必利片,5mg*24片 / 大包装：300 盒                    ,亚宝药业集团股份有限公司,国药准字H20090158,￥10.00/盒,￥9.20,7088
西药,异烟肼片,100mg*100片 / 大包装：600 瓶                    ,北京中新药业股份有限公司,国药准字H13022187,￥18.00/瓶,￥16.56,1089
西药,盐酸丙卡特罗口服溶液,0.0005%*40ml / 大包装：180 瓶                    ,江苏汉晨药业有限公司,国药准字H20103117,￥9.20/瓶,￥8.46,1711
西药,氨咖愈敏溶液,100ml/瓶 / 大包装：120 瓶                    ,贵州泛德制药有限公司,国药准字H52020878,￥7.00/瓶,￥6.44,679
西药,马来酸左旋氨氯地平片【玄宁】,2.5mg*14片 / 大包装：300 盒                    ,石药集团欧意药业有限公司,国药准字H20030690,￥30.50/盒,￥28.06,21690
西药,注射用苄星青霉素,120万单位（10瓶/盒）                    ,石药集团中诺药业(石家庄)有限公司,国药准字H20033291,￥3.00/瓶,￥2.76,113
西药,麦迪霉素片,0.1g*100s / 大包装：200 瓶                    ,山东鲁抗医药股份有限公司,国药准字H10980003,￥10.80/瓶,￥9.93,7250
西药,枸橼酸铋钾胶囊【丽珠得乐】,0.3g*20S / 大包装：320 盒                    ,丽珠集团丽珠制药厂,国药准字H10920098,￥15.50/盒,￥14.26,2305
西药,盐酸氨溴索分散片,30mg*20片/盒                    ,山西仟源医药集团股份有限公司,国药准字H20060254,￥5.80/盒,￥5.33,738
西药,头孢克肟颗粒,50mg*6袋/盒 / 大包装：400 盒                    ,广州白云山医药集团股份有限公司白云山制药总厂,国药准字H10940128,￥17.50/盒,￥16.10,2989
西药,酚酞片【果导片】,100mg*100片                    ,临汾宝珠制药有限公司,国药准字H14022492,￥7.80/瓶,￥7.17,113
西药,呋喃唑酮片,0.1g*100片                    ,山西云鹏制药有限公司,国药准字H34022096,￥11.00/瓶,￥10.12,643
西药,复方薄荷脑软膏【曼秀雷敦栢可】,10g / 大包装：384 支                    ,曼秀雷敦(中山)药业公司,国药准字H20013294,￥8.68/支,￥7.98,2021
西药,注射用青霉素钠,0.96g(160万单位) / 大包装：1000 瓶                    ,华北制药股份有限公司,国药准字H13020655,￥0.60/瓶,￥0.55,10254
西药,硫糖铝咀嚼片,0.25g*100S / 大包装：600 瓶                    ,广西大海阳光药业有限公司,国药准字H45021553,￥4.85/瓶,￥4.46,923
西药,复方水杨酸苯甲酸搽剂,30ml / 大包装：300 瓶                    ,上海中华药业南通有限公司,国药准字H32026494,￥5.50/瓶,￥5.06,148
西药,桂附地黄丸,200丸 / 大包装：120 瓶                    ,河南宛西制药,国药准字Z41021898,￥15.00/瓶,￥13.80,161
西药,氯芬黄敏片1*100板,24s*100板 / 大包装：50 盒                    ,四川菲德力制药,国药准字H51023768,￥85.00/盒,￥78.20,102
西药,坎地沙坦酯分散片,4mg*14片 / 大包装：300 盒                    ,昆明源瑞制药有限公司,国药准字H20060174,￥23.00/盒,￥21.16,3896
西药,阿奇霉素干混悬剂,0.1g*6袋 / 大包装：200 盒                    ,海南普利制药股份有限公司,国药准字H20057604,￥6.25/盒,￥5.75,655
西药,阿莫西林胶囊,0.25g*12片*2板/盒                    ,上海海虹实业(集团)巢湖今辰药业有限公司,国药准字H34021118,￥2.80/盒,￥2.57,326
西药,牡蛎碳酸钙颗粒,50mg*14包/盒 / 大包装：150 盒                    ,湖南方盛制药股份有限公司,国药准字H43021858,￥8.00/盒,￥7.36,75
西药,肌苷注射液,2ml:100mg*10支 / 大包装：300 盒                    ,郑州卓峰制药有限公司,国药准字H20043382,￥2.00/盒,￥1.84,2724
西药,【三精】多潘立酮片,10mg*30片/盒 / 大包装：400 盒                    ,黑龙江诺捷制药有限责任公司,国药准字H20084577,￥5.90/盒,￥5.42,18659
西药,罗红霉素分散片【儿童】,50mg*12片 / 大包装：400 盒                    ,哈药集团制药六厂A,国药准字H19990021,￥5.50/盒,￥5.06,941
西药,苄达赖氨酸滴眼液,8ml:40mg                    ,湖北远大天天明制药有限公司,国药准字H20063847,￥20.00/支,￥18.40,141
西药,浓替硝唑含漱液,0.2%*100毫升 / 大包装：100 瓶                    ,江苏晨牌邦德药业有限公司,国药准字H20103473,￥9.50/瓶,￥8.74,190
西药,诺氟沙星胶囊,10s*3板                    ,吉林显锋科技制药有限公司,国药准字H22020305,￥2.80/盒,￥2.57,2279
西药,吡诺克辛钠滴眼液,15ML / 大包装：400 支                    ,武汉五景药业有限公司,国药准字H42021089,￥9.00/支,￥8.28,8468
西药,盐酸小檗碱片,100S / 大包装：350 瓶                    ,广东华南药业集团有限公司,国药准字H44020757,￥18.70/瓶,￥17.20,7503
西药,洛索洛芬钠片,60mg*20片 / 大包装：100 盒                    ,第一三共制药(上海)有限公司,国药准字H20030769,￥23.00/盒,￥21.16,1698
西药,复方氯已定含漱液,250ML/瓶                    ,江苏晨牌药业,国药准字H20058018,￥7.52/瓶,￥6.91,0
西药,缬沙坦氨氯地平片(I),80mg/5mg*7片 / 大包装：120 盒                    ,北京诺华制药有限公司,H20150310,￥53.50/盒,￥49.22,1619
西药,克拉霉素胶囊,0.25g*6粒 / 大包装：400 盒                    ,石药集团欧意药业有限公司,国药准字H20084300,￥3.85/盒,￥3.54,413
西药,培哚普利叔丁胺片【雅施达】,4mg*10片 / 大包装：120 盒                    ,施维雅（天津）制药有限公司,国药准字H20034053,￥33.80/盒,￥31.09,940
西药,氯霉素片,0.25g*100片 / 大包装：240 瓶                    ,安徽金太阳生化药业有限公司,国药准字H34021734,￥18.00/瓶,￥16.56,13690
西药,兰索拉唑肠溶片(兰悉多),15mg*14S / 大包装：200 盒                    ,汕头经济特区鮀滨制药厂,国药准字H10980136,￥18.00/盒,￥16.56,9596
西药,盐酸二甲双胍肠溶片,0.25g*48粒 / 大包装：200 瓶                    ,贵州天安药业股份有限公司,国药准字H52020960,￥7.20/瓶,￥6.62,6078
西药,联苯苄唑乳膏,15g:0.15g / 大包装：240 支                    ,江苏晨牌邦德药业有限公司,国药准字H20058392,￥4.50/支,￥4.14,490
西药,复方氢氧化铝片(胃舒平】,120片 / 大包装：200 瓶                    ,上海青平药业有限公司,国药准字H31020657,￥5.50/瓶,￥5.06,2627
西药,布洛芬混悬液【美林】,100ML / 大包装：100 瓶                    ,上海强生制药有限公司,国药准字H19991011,￥20.50/瓶,￥18.86,16010
西药,青霉素V钾片,0.236g*12片 / 大包装：600 盒                    ,长春海外制药集团有限公司,国药准字H22021352,￥3.95/盒,￥3.63,1672
西药,头孢呋辛酯片,0.125g*8片/盒                    ,成都倍特药业,国药准字H20010025,￥6.50/盒,￥5.98,917
西药,维U颠茄铝镁片Ⅱ,50S / 大包装：100 瓶                    ,广西南宁百会药业,国药准字H45021329,￥7.50/瓶,￥6.90,14608
西药,左炔诺孕酮片,0.75mg*2片 / 大包装：500 盒                    ,北京利龄恒泰药业有限公司,国药准字H19983072,￥4.75/盒,￥4.37,2632
西药,恩替卡韦分散片,0.5mg*7片/盒                    ,安徽贝克生物制药有限公司,国药准字H20140037,￥37.50/盒,￥34.50,1303
西药,甲硝唑氯己定洗剂,50毫升*7瓶/盒 / 大包装：42 盒                    ,江苏晨牌邦德药业有限公司,国药准字H20033830,￥11.80/盒,￥10.85,120
西药,桉柠蒎肠溶软胶囊,0.12g*12粒 / 大包装：400 盒                    ,北京九和药业有限公司,国药准字H20070006,￥20.50/盒,￥18.86,196
西药,格列美脲胶囊,2mg*12粒 / 大包装：400 盒                    ,四川普渡药业有限公司,国药准字H20000704,￥13.50/盒,￥12.42,45
西药,多维元素片(21)【21金维他】,60片 / 大包装：120 瓶                    ,杭州赛诺菲民生健康药业有限公司,国药准字H20003795,￥31.00/瓶,￥28.52,4991
西药,樟脑薄荷柳酯乳膏,20克/支 / 大包装：500 支                    ,上海中华药业南通有限公司,国药准字H32026027,￥3.60/支,￥3.31,734
西药,糠酸莫米松乳膏【艾洛松】,5G / 大包装：360 支                    ,拜耳医药(上海)有限公司,国药准字H19991418,￥12.00/支,￥11.04,14814
西药,罗红霉素胶囊,75mg*12s / 大包装：400 盒                    ,广州白云山医药集团股份有限公司白云山制药总厂,国药准字H20064359,￥3.60/盒,￥3.31,1813
西药,维生素AD滴剂,10粒*3板/盒 / 大包装：200 盒                    ,青岛双鲸药业有限公司,国药准字H37023927,￥8.90/盒,￥8.18,4216
